Short Field Name,LOCAL_ID,UNIQUE_ID,SRCE_OR_RF,ORGTST_LAB,ORGLB_ID,ORGLB_JOB,AN_TECH_OR,AN_COM_ORG,REPNO_ORG,TOTREP_ORG,TESTDT_ORG,TESTDAY_OR,TESTMO_OR,TESTYR_OR,TVS_EP_PCT,TVS_EPA_Q,TVS_ND_PCT,VS_NED_PCT,VS_NED_Q,O_G_PCT,O_G_UGG,O_AND_G_Q,O_AND_G_DL,PHCTOT_PCT,PHCTOT_UGG,PHC_Q,PHC_DL,PCB_T_UGG,PCB_TOT_Q,PCB_TOT_DL,DDT_T_NGG,DDT_TOT_Q,DDT_TOT_DL,DDE_T_NGG,DDE_TOT_Q,DDE_TOT_DL,DDD_T_NGG,DDD_TOT_Q,DDD_TOT_DL,PEST_UG_G,PEST_TOT_Q,PEST_T_DL,PAHTOT_PCT,PAHTOT_UGG,PAH_Q,PAH_DL,LIPIDS_NGG,OTHERS,CLOST_SP_G,CLOSTR_Q,CLOSTR_DL,MBT_C,MBT_Q,MBT_D,DBT_C,DBT_Q,DBT_D,TBT_C,TBT_Q,TBT_D,TTBT_C,TTBT_Q,TTBT_D
NA,NA,US02279,"SAIC, 1990",NED Laboratory,SE (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02280,"SAIC, 1990",NED Laboratory,SE (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02281,"SAIC, 1990",NED Laboratory,SE (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,536,US02282,"Salmond, D.A., 1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,UG/KG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,537,US02283,"Salmond, D.A., 1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,UG/KG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,538,US02284,"Salmond, D.A., 1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,UG/KG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,539,US02285,"Salmond, D.A., 1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,UG/KG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,540,US02286,"Salmond, D.A., 1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,UG/KG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,541,US02287,"Salmond, D.A., 1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,MG/KG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,542,US02288,"Salmond, D.A., 1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,MG/KG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,543,US02289,"Salmond, D.A., 1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,MG/KG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,544,US02290,"Salmond, D.A., 1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,MG/KG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1819,US02291,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.355,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1820,US02292,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.6,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1821,US02293,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.764,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1822,US02294,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.275,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1823,US02295,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718.364,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1824,US02296,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.685,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1825,US02297,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.215,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1826,US02298,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.983,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1827,US02299,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.046,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1828,US02300,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.372,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1829,US02301,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.565,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1830,US02302,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.744,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1831,US02303,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.265,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1832,US02304,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.605,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1833,US02305,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.075,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1834,US02306,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.248,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1835,US02307,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.821,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1836,US02308,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1837,US02309,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.324,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1838,US02310,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.414,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1839,US02311,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.392,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1840,US02312,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.554,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1841,US02313,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.12,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1842,US02314,"Shiaris et al., 1986",NA,NA,NA,extracts were prepared according to Masushima (1982); PAH conc. were determined on a Hewlett-Packard (HP) 1090 HPLC.,"surface (3mm); submatrix= 31; replicate # = 3; at a least one site where only one sample was analyzed, probably sites 16,18 and 24.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487,Originally reported in ng/g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,646,US02315,"Smith, G.A. Jr., 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,647,US02316,"Smith, G.A. Jr., 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,648,US02317,"Smith, G.A. Jr., 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,649,US02318,"Smith, G.A. Jr., 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,650,US02319,"Smith, G.A. Jr., 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,651,US02320,"Smith, G.A. Jr., 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,652,US02321,"Smith, G.A. Jr., 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,653,US02322,"Smith, G.A. Jr., 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,654,US02323,"Smith, G.A. Jr., 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,655,US02324,"Smith, G.A. Jr., 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,656,US02325,"Smith, G.A. Jr., 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,657,US02326,"Smith, G.A. Jr., 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,658,US02327,"Smith, G.A. Jr., 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,659,US02328,"Smith, G.A. Jr., 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,660,US02329,"Smith, G.A. Jr., 1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
